,,,,,
County Name,Precinct Name,Precinct Code,Total Voters,Hillary Clinton (D),Donald J. Trump (R)
Butler,FAIR6WD3,AAY,540,211,296
Butler,FAIR7WD3,AAZ,610,204,358
Butler,FAIR8WD3,ABA,464,164,260
Butler,FAIR10WD3,ABC,521,191,287
Butler,FAIR10WD4,ABD,642,166,428
Butler,FAIR2WD4,ABH,733,236,459
Butler,FAIR3WD4,ABI,621,158,429
Butler,FAIR4WD4,ABJ,730,303,385
Butler,FAIR5WD4,ABK,626,149,426
Butler,FAIR6WD4,ABL,686,182,463
Butler,FAIR7WD4,ABM,539,121,386
Butler,FAIR8WD4,ABN,609,186,386
Butler,FAIR9WD4,ABO,578,137,405
Butler,HAM1WD1,ABQ,627,176,412
Butler,HAM2WD1,ABR,664,178,447
Butler,HAM3WD1,ABS,435,156,248
Butler,HAM4WD1,ABT,440,182,223
Butler,HAM5WD1,ABU,528,157,335
Butler,HAM6WD1,ABV,520,173,296
Butler,HAM7WD1,ABW,"1,015",276,689
Butler,HAM8WD1,ABX,538,173,325
Butler,HAM9WD1,ABY,556,192,332
Butler,HAM10WD1,ABZ,556,184,327
Butler,HAM11WD1,ACA,596,177,391
Butler,HAM12WD1,ACB,587,166,392
Butler,HAM13WD1,ACC,407,144,240
Butler,HAM14WD1,ACD,401,116,264
Butler,HAM15WD1,ACE,788,257,493
Butler,HAM16WD1,ACF,142,36,100
Butler,HAM17WD1,ACG,646,188,436
Butler,HAM18WD1,ACH,"1,094",287,748
Butler,HAM19WD1,ACI,430,143,268
Butler,HAM20WD1,ACJ,709,223,456
Butler,HAM21WD1,ACK,592,218,357
Butler,HAM22WD1,ACL,677,171,467
Butler,HAM23WD1,ACM,411,107,288
Butler,HAM1WD2,ACN,336,272,44
Butler,HAM2WD2,ACO,437,380,40
Butler,HAM1WD3,ACQ,821,295,472
Butler,HAM2WD3,ACR,344,145,186
Butler,HAM1WD4,ACT,569,361,179
Butler,HAM2WD4,ACU,621,190,388
Butler,HAM1WD5,ACX,417,163,227
Butler,HAM2WD5,ACY,433,135,271
Butler,HAM3WD5,ACZ,746,409,297
Butler,HAM1WD6,ADA,424,170,234
Butler,HAM2WD6,ADB,565,178,357
Butler,HAM3WD6,ADC,415,147,239
Butler,HAM4WD6,ADD,623,179,397
Butler,HAM5WD6,ADE,508,186,296
Butler,HAM6WD6,ADF,164,62,95
Butler,HAM7WD6,ADG,514,130,359
Butler,MIDD1WD1,ADH,417,135,258
Butler,MIDD2WD1,ADI,495,157,314
Butler,MIDD3WD1,ADJ,525,172,315
Butler,MIDD4WD1,ADK,568,175,362
Butler,MIDD5WD1,ADL,764,210,519
Butler,MIDD6WD1,ADM,265,81,173
Butler,MIDD7WD1,ADN,548,201,309
Butler,MIDD8WD1,ADO,422,117,283
Butler,MIDD9WD1,ADP,364,211,135
Butler,MIDD2WD2,ADR,487,369,89
Butler,MIDD3WD2,ADS,380,344,18
Butler,MIDD4WD2,ADT,311,101,196
Butler,MIDD5WD2,ADU,346,150,190
Butler,MIDD6WD2,ADV,404,321,64
Butler,MIDD7WD2,ADW,259,184,61
Butler,MIDD8WD2,ADX,355,119,218
Butler,MIDD1WD3,ADY,526,145,360
Butler,MIDD2WD3,ADZ,463,156,276
Butler,MIDD3WD3,AEA,468,176,249
Butler,MIDD4WD3,AEB,372,141,208
Butler,MIDD5WD3,AEC,580,188,356
Butler,MIDD6WD3,AED,735,243,455
Butler,MIDD7WD3,AEE,632,174,419
Butler,MIDD8WD3,AEF,501,186,279
Butler,MIDD9WD3,AEG,450,135,300
Butler,MIDD10WD3,AEH,493,171,291
Butler,MIDD11WD3,AEI,618,198,389
Butler,MIDD1WD4,AEK,530,227,270
Butler,MIDD2WD4,AEL,492,175,292
Butler,MIDD3WD4,AEM,502,178,298
Butler,MIDD4WD4,AEN,344,144,178
Butler,MIDD5WD4,AEO,445,166,255
Butler,MIDD6WD4,AEP,701,260,398
Butler,MIDD7WD4,AEQ,569,284,244
Butler,MIDD8WD4,AER,559,203,324
Butler,OXFORD 1,AET,588,357,198
Butler,OXFORD 2,AEU,471,327,112
Butler,OXFORD 3,AEV,827,540,222
Butler,OXFORD 4,AEW,580,393,141
Butler,OXFORD 5,AEX,464,278,144
Butler,OXFORD 6,AEY,437,267,144
Butler,OXFORD 7,AEZ,396,217,155
Butler,OXFORD 8,AFA,547,349,149
Butler,OXFORD 9,AFB,633,367,210
Butler,OXFORD 10,AFC,613,370,209
Butler,OXFORD 11,AFD,999,626,300
Butler,OXFORD 12,AFE,520,267,218
Butler,OXFORD 13,AFF,600,351,193
Butler,TRENTON 1,AFH,147,25,118
Butler,TRENTON 2,AFI,838,170,624
Butler,TRENTON 3,AFJ,779,145,600
Butler,TRENTON 4,AFK,787,142,605
Butler,TRENTON 5,AFL,324,76,240
Butler,TRENTON 6,AFM,728,149,537
Butler,TRENTON 7,AFN,836,165,627
Butler,FAIRFIELD TWP 1,AFO,540,90,417
Butler,FAIRFIELD TWP 2,AFP,361,84,260
Butler,FAIRFIELD TWP 3,AFQ,509,169,312
Butler,FAIRFIELD TWP 4,AFR,738,222,479
Butler,FAIRFIELD TWP 5,AFS,428,209,191
Butler,FAIRFIELD TWP 6,AFT,856,278,536
Butler,FAIRFIELD TWP 7,AFU,705,173,501
Butler,FAIRFIELD TWP 8,AFV,618,164,410
Butler,FAIRFIELD TWP 9,AFW,641,169,438
Butler,FAIRFIELD TWP 10,AFX,621,157,419
Butler,FAIRFIELD TWP 11,AFY,927,259,618
Butler,FAIRFIELD TWP 12,AFZ,946,364,542
Butler,FAIRFIELD TWP 13,AGA,383,104,268
Butler,HANOVER TWP 1,AGB,185,23,151
Butler,HANOVER TWP 2,AGC,617,125,474
Butler,HANOVER TWP 3,AGD,481,96,364
Butler,HANOVER TWP 4,AGE,673,141,503
Butler,HANOVER TWP 5,AGF,737,169,535
Butler,HANOVER TWP 6,AGG,83,20,57
Butler,HANOVER TWP 7,AGH,737,172,532
Butler,LEMON TWP 1,AGJ,220,72,141
Butler,LEMON TWP 2,AGK,347,108,217
Butler,LIBERTY TWP 1,AGL,927,355,521
Butler,LIBERTY TWP 2,AGM,986,341,571
Butler,LIBERTY TWP 3,AGN,"1,266",343,858
Butler,LIBERTY TWP 4,AGO,"1,028",304,652
Butler,LIBERTY TWP 5,AGP,756,317,389
Butler,LIBERTY TWP 6,AGQ,883,263,580
Butler,LIBERTY TWP 7,AGR,987,281,638
Butler,LIBERTY TWP 8,AGS,729,242,436
Butler,LIBERTY TWP 9,AGT,818,233,545
Butler,LIBERTY TWP 10,AGU,577,173,371
Butler,LIBERTY TWP 11,AGV,"1,158",347,721
Butler,LIBERTY TWP 12,AGW,"1,016",274,684
Butler,LIBERTY TWP 13,AGX,890,287,543
Butler,MADISON TWP 1,AGY,"1,020",187,779
Butler,MADISON TWP 2,AGZ,"1,007",199,756
Butler,MADISON TWP 3,AHA,"1,001",201,770
Butler,MADISON TWP 4,AHB,"1,125",209,862
Butler,MADISON TWP 5,AHC,198,30,158
Butler,MILFORD TWP 1,AHF,825,174,615
Butler,MILFORD TWP 2,AHH,"1,105",267,772
Butler,MORGAN TWP 1,AHJ,451,91,336
Butler,MORGAN TWP 2,AHK,568,64,486
Butler,MORGAN TWP 3,AHL,809,133,635
Butler,MORGAN TWP 4,AHM,723,105,585
Butler,MORGAN TWP 5,AHN,633,89,515
Butler,OXFORD TWP 1,AHO,637,232,376
Butler,OXFORD TWP 2,AHP,64,24,35
Butler,OXFORD TWP 3,AHQ,742,384,313
Butler,REILY TWP 1,AHS,680,139,500
Butler,REILY TWP 2,AHT,877,211,622
Butler,ROSS TWP 1,AHU,565,99,440
Butler,ROSS TWP 2,AHV,874,144,693
Butler,ROSS TWP 3,AHW,"1,064",187,825
Butler,ROSS TWP 4,AHX,803,122,646
Butler,ROSS TWP 5,AHY,243,41,189
Butler,ROSS TWP 6,AHZ,562,104,436
Butler,ROSS TWP 7,AIA,556,112,422
Butler,ST CLAIR TWP 1,AIB,837,146,656
Butler,ST CLAIR TWP 2,AIC,256,56,181
Butler,ST CLAIR TWP 3,AID,662,139,493
Butler,ST CLAIR TWP 4,AIE,699,150,515
Butler,ST CLAIR TWP 5,AIF,338,92,222
Butler,WEST CHESTER TWP 1,AIJ,996,376,573
Butler,WEST CHESTER TWP 2,AIK,783,265,469
Butler,WEST CHESTER TWP 3,AIL,782,304,419
Butler,WEST CHESTER TWP 4,AIM,862,337,455
Butler,WEST CHESTER TWP 5,AIN,641,225,378
Butler,WEST CHESTER TWP 6,AIO,670,228,384
Butler,WEST CHESTER TWP 7,AIP,810,302,447
Butler,WEST CHESTER TWP 8,AIQ,628,230,352
Butler,WEST CHESTER TWP 10,AIS,782,215,520
Butler,WEST CHESTER TWP 11,AIT,"1,007",348,604
Butler,WEST CHESTER TWP 12,AIU,651,264,360
Butler,WEST CHESTER TWP 13,AIV,713,287,384
Butler,WEST CHESTER TWP 14,AIW,892,322,513
Butler,WEST CHESTER TWP 15,AIX,774,305,415
Butler,WEST CHESTER TWP 16,AIY,666,281,344
Butler,WEST CHESTER TWP 17,AIZ,660,234,376
Butler,WEST CHESTER TWP 18,AJA,591,163,395
Butler,WEST CHESTER TWP 19,AJB,865,267,549
Butler,WEST CHESTER TWP 20,AJC,975,321,587
Butler,WEST CHESTER TWP 21,AJD,857,426,375
Butler,WEST CHESTER TWP 22,AJE,644,368,235
Butler,WEST CHESTER TWP 23,AJF,622,256,324
Butler,WEST CHESTER TWP 24,AJG,729,329,356
Butler,WEST CHESTER TWP 25,AJH,783,311,417
Butler,WEST CHESTER TWP 26,AJI,851,311,466
Butler,WEST CHESTER TWP 27,AJJ,560,274,230
Butler,WEST CHESTER TWP 28,AJK,704,240,416
Butler,WEST CHESTER TWP 29,AJL,781,303,427
Butler,WEST CHESTER TWP 30,AJM,916,376,468
Butler,WEST CHESTER TWP 31,AJN,723,188,472
Butler,WEST CHESTER TWP 32,AJO,833,229,536
Butler,WEST CHESTER TWP 33,AJP,690,216,432
Butler,WEST CHESTER TWP 34,AJQ,692,227,412
Butler,WEST CHESTER TWP 35,AJR,987,368,561
Butler,WEST CHESTER TWP 36,AJS,839,232,534
Butler,WEST CHESTER TWP 37,AJT,327,97,209
Butler,WEST CHESTER TWP 38,AJU,454,133,300
Butler,WEST CHESTER TWP 39,AJV,457,358,83
Butler,WEST CHESTER TWP 40,AJW,843,305,474
Butler,WEST CHESTER TWP 41,AJX,820,272,490
Butler,WEST CHESTER TWP 42,AJY,702,221,435
Butler,WEST CHESTER TWP 43,AJZ,753,246,455
Butler,WEST CHESTER TWP 44,AKA,785,250,468
Butler,WAYNE TWP 1,AKC,335,43,272
Butler,WAYNE TWP 2,AKD,639,111,485
Butler,WAYNE TWP 3,AKE,382,54,317
Butler,WAYNE TWP 4,AKF,657,117,521
Butler,WAYNE TWP 5,AKG,453,77,357
Butler,SHARON 1,AKI,516,203,288
Butler,SHARON 2,AKJ,497,152,307
Butler,MONROE 4,AKK,"1,313",396,829
Butler,MONROE 5,AKL,587,135,411
Butler,MONROE 1,AKM,880,258,566
Butler,MONROE 2,AKN,950,267,614
Butler,MONROE 3,AKO,727,162,520
Butler,MONROE 6,AKP,405,123,255
Butler,MONROE 7,AKQ,859,220,584
Butler,HAM8WD6,AKT,551,162,367
Butler,MIDD1WD2,AKU,389,168,201
Butler,FAIRFIELD TWP 14,AKW,57,10,44
Butler,LIBERTY TWP 14,AKX,781,231,492
Butler,LIBERTY TWP 15,AKY,758,230,468
Butler,LIBERTY TWP 16,AKZ,706,215,440
Butler,LIBERTY TWP 17,ALA,782,199,516
Butler,LIBERTY TWP 18,ALB,868,261,567
Butler,LIBERTY TWP 19,ALC,926,325,543
Butler,FAIR1WD1,ALD,320,99,207
Butler,FAIR9WD3,ALE,588,279,263
Butler,FAIR1WD4,ALF,467,155,283
Butler,FAIRFIELD TWP 15,ALG,851,213,593
Butler,FAIRFIELD TWP 16,ALH,619,213,380
Butler,FAIRFIELD TWP 17,ALI,551,163,370
Butler,LIBERTY TWP 20,ALJ,973,299,590
Butler,WEST CHESTER TWP 9,ALK,562,191,323
Butler,HANOVER TWP 8,ALM,455,109,327
Butler,HANOVER TWP 9,ALN,287,75,192
Butler,HANOVER TWP 10,ALO,369,48,304
Butler,FAIRFIELD TWP 18,ALP,960,342,557
Butler,LIBERTY TWP  21,ALS,647,291,312
Butler,LIBERTY TWP 22,ALT,965,290,597
Butler,LIBERTY TWP 23,ALU,675,191,445
Butler,HAM24WD1,ALV,403,108,277
Butler,MONROE 8,ALW,719,204,479
Butler,MONROE 9,ALX,719,198,468
Butler,TRENTON 8,ALY,889,208,626
Butler,LIBERTY TWP 24,AMA,"1,030",307,661
Butler,LIBERTY TWP 25,AMB,473,120,310
Butler,FAIRFIELD TWP 19,AME,664,190,442
Butler,HAM25WD1,AMF,858,254,538
Carroll,AUGUSTA,AAA,702,149,509
Carroll,MOHAWK,AAC,872,239,583
Carroll,BROWN A,AAE,464,114,323
Carroll,BROWN B,AAF,470,106,332
Carroll,BROWN C,AAG,489,116,340
Carroll,MALVERN,AAJ,485,171,279
Carroll,MINERVA,AAL,705,226,415
Carroll,CENTER,AAO,629,134,450
Carroll,CARROLLTON A,AAQ,650,194,415
Carroll,CARROLLTON B,AAR,752,175,519
Carroll,EAST,AAV,395,59,313
Carroll,FOX,AAW,459,87,341
Carroll,HARRISON A,AAX,788,168,582
Carroll,HARRISON B,AAY,542,111,383
Carroll,LEE,AAZ,487,86,365
Carroll,LOUDON,ABB,467,84,342
Carroll,LEAVITTSVILLE,ABD,425,82,313
Carroll,MONROE,ABE,639,185,406
Carroll,ORANGE,ABG,603,171,387
Carroll,PERRY,ABH,492,106,354
Carroll,ROSE,ABJ,789,169,550
Carroll,UNION,ABK,544,118,384
Carroll,WASHINGTON,ABL,520,104,369
Champaign,PRECINCT URBANA 1-A,AAA,395,124,234
Champaign,PRECINCT URBANA 1-B,AAB,498,185,274
Champaign,PRECINCT URBANA 2-A,AAE,735,282,385
Champaign,PRECINCT URBANA 2-B,AAH,796,235,490
Champaign,PRECINCT URBANA 3-A,AAK,703,241,400
Champaign,PRECINCT URBANA 3-B,AAN,668,239,370
Champaign,PRECINCT URBANA 4-A,AAP,503,147,308
Champaign,PRECINCT URBANA 4-B,AAR,492,160,286
Champaign,PRECINCT ADAMS,AAT,524,69,409
Champaign,PRECINCT GOSHEN,AAW,929,200,668
Champaign,PRECINCT MECHANICSBURG,AAY,644,204,395
Champaign,PRECINCT HARRISON,ABA,430,71,335
Champaign,PRECINCT JACKSON WEST,ABB,617,128,464
Champaign,PRECINCT JACKSON EAST,ABD,633,95,503
Champaign,PRECINCT JOHNSON,ABF,830,161,607
Champaign,PRECINCT ST PARIS,ABH,826,212,548
Champaign,PRECINCT MAD RIVER B,ABK,884,203,623
Champaign,PRECINCT RUSH,ABM,487,96,353
Champaign,PRECINCT NORTH LEWISBURG,ABO,636,153,439
Champaign,PRECINCT SALEM NORTH,ABQ,652,112,493
Champaign,PRECINCT SALEM SOUTH,ABR,603,136,427
Champaign,PRECINCT UNION NORTH,ABS,624,140,446
Champaign,PRECINCT UNION SOUTH,ABT,507,116,365
Champaign,PRECINCT URBANA NORTH,ABU,682,160,478
Champaign,PRECINCT URBANA SOUTH,ABV,848,246,547
Champaign,PRECINCT WAYNE,ABW,927,174,696
Champaign,PRECINCT CONCORD,ABY,776,163,573
Champaign,PRECINCT MAD RIVER A,ACA,699,142,515
Clark,PRECINCT CARL 1,AAA,748,246,442
Clark,PRECINCT CARL 2,AAB,755,247,462
Clark,PRECINCT CARL 3,AAE,739,195,500
Clark,PRECINCT CITY 18,AAG,551,287,214
Clark,PRECINCT CITY 19,AAH,342,165,155
Clark,PRECINCT CITY 20,AAI,412,214,174
Clark,PRECINCT CITY 21,AAJ,457,183,248
Clark,PRECINCT CITY 22,AAK,487,179,274
Clark,PRECINCT CITY 23,AAL,374,141,204
Clark,PRECINCT CITY 5,AAO,517,276,198
Clark,PRECINCT CITY 4,AAP,746,378,305
Clark,PRECINCT CITY 6,AAQ,561,357,162
Clark,PRECINCT CITY 3,AAR,521,248,235
Clark,PRECINCT CITY 2,AAS,568,233,293
Clark,PRECINCT CITY 1,AAT,757,325,373
Clark,PRECINCT CITY 26,ABC,753,329,374
Clark,PRECINCT CITY 25,ABD,455,310,103
Clark,PRECINCT CITY 24,ABE,504,313,155
Clark,PRECINCT CITY 29,ABF,634,326,243
Clark,PRECINCT CITY 28,ABG,539,248,261
Clark,PRECINCT CITY 27,ABH,574,301,232
Clark,PRECINCT CITY 31,ABI,810,381,363
Clark,PRECINCT CITY 30,ABJ,664,320,307
Clark,PRECINCT CITY 32,ABK,668,327,299
Clark,PRECINCT CITY 33,ABX,525,214,268
Clark,PRECINCT CITY 34,ABZ,727,310,376
Clark,PRECINCT CITY 35,ACA,574,282,241
Clark,PRECINCT CITY 36,ACB,577,272,256
Clark,PRECINCT CITY 37,ACC,808,278,482
Clark,PRECINCT CITY 9,ACG,650,475,128
Clark,PRECINCT CITY 8,ACH,763,600,110
Clark,PRECINCT CITY 7,ACI,599,480,85
Clark,PRECINCT CITY 17,ACM,373,204,134
Clark,PRECINCT CITY 16,ACN,523,275,215
Clark,PRECINCT CITY 15,ACO,529,217,273
Clark,PRECINCT CITY 14,ACR,201,70,115
Clark,PRECINCT CITY 13,ACT,592,470,91
Clark,PRECINCT CITY 10,ACU,730,635,60
Clark,PRECINCT CITY 12,ACV,571,475,72
Clark,PRECINCT BETH 7,ADA,579,125,423
Clark,PRECINCT BETH 8,ADB,799,223,522
Clark,PRECINCT BETH 9,ADD,743,205,490
Clark,PRECINCT BETH 1,ADF,551,150,355
Clark,PRECINCT BETH 2,ADG,699,205,452
Clark,PRECINCT BETH 3,ADH,635,181,418
Clark,PRECINCT BETH 4,ADI,683,185,461
Clark,PRECINCT BETH 5,ADJ,714,172,498
Clark,PRECINCT BETH 6,ADK,626,146,418
Clark,PRECINCT GERM 1,ADM,754,199,509
Clark,PRECINCT GERM 2,ADN,"1,019",325,636
Clark,PRECINCT GERM 3,ADP,750,242,459
Clark,PRECINCT GERM 4,ADQ,992,233,703
Clark,PRECINCT GERM 5,ADS,524,150,336
Clark,PRECINCT GREE 1,ADV,663,203,413
Clark,PRECINCT GREE 2,ADW,987,287,644
Clark,PRECINCT HARM 1,ADZ,"1,056",305,691
Clark,PRECINCT HARM 2,AEB,814,193,563
Clark,PRECINCT CHAS 1,AED,769,210,511
Clark,PRECINCT CHAS TWP,AEF,489,85,379
Clark,PRECINCT ENON 1,AEG,708,213,434
Clark,PRECINCT ENON 2,AEI,821,224,538
Clark,PRECINCT MR-1,AEK,806,211,526
Clark,PRECINCT MR-2,AEM,"1,021",270,666
Clark,PRECINCT MR-3,AEN,498,142,324
Clark,PRECINCT MR-4,AEP,499,127,346
Clark,PRECINCT MR-5,AEQ,984,316,606
Clark,PRECINCT MR-6,AER,926,231,639
Clark,PRECINCT MFLD 4,AEU,643,148,461
Clark,PRECINCT MFLD 1,AEV,340,113,211
Clark,PRECINCT MFLD 9,AEW,"1,133",384,675
Clark,PRECINCT MFLD 10,AEY,572,202,319
Clark,PRECINCT MFLD 2,AFA,"1,138",351,730
Clark,PRECINCT MFLD 3,AFB,845,280,488
Clark,PRECINCT MFLD 5,AFD,740,187,502
Clark,PRECINCT MFLD 6,AFE,739,257,441
Clark,PRECINCT MFLD 7,AFF,524,153,348
Clark,PRECINCT MFLD 8,AFG,632,228,362
Clark,PRECINCT PIKE 1,AFH,953,193,707
Clark,PRECINCT PLES 1,AFL,839,195,589
Clark,PRECINCT PLES 2,AFM,777,194,533
Clark,PRECINCT T-1,AFO,696,192,466
Clark,PRECINCT T-7,AFP,"1,026",414,538
Clark,PRECINCT T-8,AFQ,766,252,462
Clark,PRECINCT T-2,AFW,668,222,407
Clark,PRECINCT T-4,AFX,"1,028",318,629
Clark,PRECINCT T-5,AGA,482,154,305
Clark,PRECINCT T-6,AGB,"1,099",332,710
Clark,PRECINCT T-3,AGD,915,299,540
Clark,PRECINCT CITY 11,AGE,"1,190",481,630
Clark,PRECINCT PIKE 2,UAF,"1,024",235,710
Clermont,LOVELAND CITY A,AAA,418,133,251
Clermont,LOVELAND CITY B,AAB,"1,042",342,611
Clermont,BATAVIA TOWNSHIP A,AAC,847,214,585
Clermont,BATAVIA TOWNSHIP B,AAD,631,159,426
Clermont,BATAVIA TOWNSHIP C,AAE,735,182,511
Clermont,BATAVIA TOWNSHIP D,AAF,860,201,598
Clermont,BATAVIA TOWNSHIP E,AAG,804,236,510
Clermont,BATAVIA TOWNSHIP F,AAH,751,172,542
Clermont,BATAVIA TOWNSHIP G,AAI,667,158,463
Clermont,BATAVIA TOWNSHIP H,AAJ,562,120,409
Clermont,BATAVIA TOWNSHIP I,AAK,652,190,419
Clermont,BATAVIA TOWNSHIP J,AAL,796,154,601
Clermont,BATAVIA TOWNSHIP K,AAM,439,129,281
Clermont,BATAVIA TOWNSHIP L,AAN,522,141,344
Clermont,AMELIA VILLAGE B,AAO,651,193,398
Clermont,BATAVIA VILLAGE A,AAP,736,223,457
Clermont,FRANKLIN TOWNSHIP A,AAS,626,109,492
Clermont,FRANKLIN TOWNSHIP B,AAT,304,54,240
Clermont,FRANKLIN TOWNSHIP D,AAV,510,89,401
Clermont,GOSHEN TOWNSHIP A,AAZ,626,119,481
Clermont,GOSHEN TOWNSHIP B,ABA,746,116,593
Clermont,GOSHEN TOWNSHIP D,ABC,569,101,440
Clermont,GOSHEN TOWNSHIP E,ABD,733,159,538
Clermont,GOSHEN TOWNSHIP F,ABE,312,59,235
Clermont,GOSHEN TOWNSHIP G,ABF,488,90,370
Clermont,GOSHEN TOWNSHIP I,ABH,476,105,342
Clermont,GOSHEN TOWNSHIP J,ABI,462,75,377
Clermont,GOSHEN TOWNSHIP K,ABJ,492,91,372
Clermont,GOSHEN TOWNSHIP L,ABK,700,144,515
Clermont,GOSHEN TOWNSHIP M,ABL,530,122,364
Clermont,GOSHEN TOWNSHIP N,ABM,937,258,624
Clermont,JACKSON TOWNSHIP A,ABN,521,67,425
Clermont,JACKSON TOWNSHIP B,ABO,347,59,274
Clermont,JACKSON TOWNSHIP C,ABP,663,106,532
Clermont,MIAMI TOWNSHIP A,ABQ,766,289,418
Clermont,MIAMI TOWNSHIP A1A,ABR,472,136,300
Clermont,MIAMI TOWNSHIP B1B,ABT,626,171,425
Clermont,MIAMI TOWNSHIP C,ABU,648,210,389
Clermont,MIAMI TOWNSHIP C1C,ABV,544,185,325
Clermont,MIAMI TOWNSHIP D,ABW,477,122,323
Clermont,MIAMI TOWNSHIP D1D,ABX,596,162,386
Clermont,MIAMI TOWNSHIP E,ABY,405,142,223
Clermont,MIAMI TOWNSHIP F,ACA,934,325,548
Clermont,MIAMI TOWNSHIP F1F,ACB,713,227,426
Clermont,MIAMI TOWNSHIP G,ACC,443,110,303
Clermont,MIAMI TOWNSHIP G1G,ACD,633,195,379
Clermont,MIAMI TOWNSHIP H,ACE,660,200,425
Clermont,MIAMI TOWNSHIP H1H,ACF,693,192,436
Clermont,MIAMI TOWNSHIP I,ACG,787,234,504
Clermont,MIAMI TOWNSHIP J,ACI,322,84,218
Clermont,MIAMI TOWNSHIP K,ACK,837,278,494
Clermont,MIAMI TOWNSHIP K1K,ACL,614,173,399
Clermont,MIAMI TOWNSHIP L,ACM,527,145,349
Clermont,MIAMI TOWNSHIP M,ACN,643,194,397
Clermont,MIAMI TOWNSHIP N,ACO,580,152,384
Clermont,MIAMI TOWNSHIP P,ACQ,345,88,225
Clermont,MIAMI TOWNSHIP Q,ACR,533,141,360
Clermont,MIAMI TOWNSHIP R,ACS,654,152,454
Clermont,MIAMI TOWNSHIP S,ACT,380,87,272
Clermont,MIAMI TOWNSHIP T,ACU,668,198,423
Clermont,MIAMI TOWNSHIP U,ACV,513,140,338
Clermont,MIAMI TOWNSHIP V,ACW,473,111,328
Clermont,MIAMI TOWNSHIP X,ACY,921,275,574
Clermont,MIAMI TOWNSHIP Y,ACZ,888,293,517
Clermont,MIAMI TOWNSHIP Z,ADA,"1,002",312,602
Clermont,MONROE TOWNSHIP A,ADB,399,74,300
Clermont,MONROE TOWNSHIP B,ADC,612,130,451
Clermont,MONROE TOWNSHIP C,ADD,699,148,515
Clermont,MONROE TOWNSHIP D,ADE,568,103,439
Clermont,MONROE TOWNSHIP E,ADF,739,181,511
Clermont,MONROE TOWNSHIP I,ADJ,245,70,160
Clermont,OHIO TOWNSHIP A,ADL,420,87,305
Clermont,OHIO TOWNSHIP B,ADM,308,64,229
Clermont,OHIO TOWNSHIP C,ADN,410,90,289
Clermont,NEW RICHMOND VILLAGE A,ADO,480,142,294
Clermont,NEW RICHMOND VILLAGE B,ADP,721,188,488
Clermont,PIERCE TOWNSHIP A,ADR,687,183,460
Clermont,PIERCE TOWNSHIP B,ADS,423,166,229
Clermont,PIERCE TOWNSHIP C,ADT,467,112,330
Clermont,PIERCE TOWNSHIP D,ADU,630,139,452
Clermont,PIERCE TOWNSHIP E,ADV,768,194,529
Clermont,PIERCE TOWNSHIP G,ADX,694,180,474
Clermont,PIERCE TOWNSHIP I,ADZ,797,171,566
Clermont,PIERCE TOWNSHIP J,AEA,555,155,361
Clermont,PIERCE TOWNSHIP K,AEB,806,201,553
Clermont,AMELIA VILLAGE A,AED,720,184,481
Clermont,OWENSVILLE VILLAGE,AEE,333,79,233
Clermont,STONELICK TOWNSHIP A,AEF,745,155,547
Clermont,STONELICK TOWNSHIP B,AEG,454,94,335
Clermont,STONELICK TOWNSHIP C,AEH,511,117,363
Clermont,STONELICK TOWNSHIP D,AEI,578,115,436
Clermont,STONELICK TOWNSHIP E,AEJ,550,94,416
Clermont,TATE TOWNSHIP A,AEM,709,106,560
Clermont,TATE TOWNSHIP B,AEN,617,128,457
Clermont,TATE TOWNSHIP D,AEP,801,147,628
Clermont,TATE TOWNSHIP F,AER,675,126,510
Clermont,TATE TOWNSHIP H,AET,623,100,493
Clermont,BETHEL VILLAGE A,AEV,482,89,358
Clermont,BETHEL VILLAGE B,AEW,580,138,411
Clermont,UNION TOWNSHIP A,AEY,803,219,525
Clermont,UNION TOWNSHIP B,AFA,741,266,435
Clermont,UNION TOWNSHIP B1B,AFB,739,196,489
Clermont,UNION TOWNSHIP C,AFC,583,162,382
Clermont,UNION TOWNSHIP C1C,AFD,657,166,437
Clermont,UNION TOWNSHIP D,AFE,680,187,439
Clermont,UNION TOWNSHIP D1D,AFF,535,150,345
Clermont,UNION TOWNSHIP E,AFG,904,251,596
Clermont,UNION TOWNSHIP E1E,AFH,876,222,598
Clermont,UNION TOWNSHIP F,AFI,799,243,498
Clermont,UNION TOWNSHIP F1F,AFJ,988,286,623
Clermont,UNION TOWNSHIP G,AFK,466,130,302
Clermont,UNION TOWNSHIP H,AFM,731,260,422
Clermont,UNION TOWNSHIP I,AFO,590,186,363
Clermont,UNION TOWNSHIP J,AFQ,584,159,384
Clermont,UNION TOWNSHIP J1J,AFR,374,98,248
Clermont,UNION TOWNSHIP K,AFS,682,260,379
Clermont,UNION TOWNSHIP K1K,AFT,546,140,363
Clermont,UNION TOWNSHIP L,AFU,638,225,378
Clermont,UNION TOWNSHIP L1L,AFV,794,229,521
Clermont,UNION TOWNSHIP M,AFW,421,113,284
Clermont,UNION TOWNSHIP M1M,AFX,485,143,304
Clermont,UNION TOWNSHIP N,AFY,290,88,184
Clermont,UNION TOWNSHIP O,AGA,773,217,498
Clermont,UNION TOWNSHIP P,AGC,589,195,346
Clermont,UNION TOWNSHIP P1P,AGD,694,215,430
Clermont,UNION TOWNSHIP Q,AGE,521,142,351
Clermont,UNION TOWNSHIP R,AGG,594,158,402
