Block,Total,White,Black,Asian,Hispanic
"Block 3049, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3050, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3051, Block Group 3, Census Tract 9538, Gallia County, Ohio",45,45,0,0,0
"Block 3052, Block Group 3, Census Tract 9538, Gallia County, Ohio",20,20,0,0,0
"Block 3053, Block Group 3, Census Tract 9538, Gallia County, Ohio",29,28,0,1,0
"Block 3054, Block Group 3, Census Tract 9538, Gallia County, Ohio",20,19,0,0,0
"Block 3055, Block Group 3, Census Tract 9538, Gallia County, Ohio",35,35,0,0,0
"Block 3056, Block Group 3, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 3057, Block Group 3, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 3058, Block Group 3, Census Tract 9538, Gallia County, Ohio",26,25,0,0,0
"Block 3059, Block Group 3, Census Tract 9538, Gallia County, Ohio",36,36,0,0,0
"Block 3060, Block Group 3, Census Tract 9538, Gallia County, Ohio",3,3,0,0,0
"Block 3061, Block Group 3, Census Tract 9538, Gallia County, Ohio",14,14,0,0,0
"Block 3062, Block Group 3, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 3063, Block Group 3, Census Tract 9538, Gallia County, Ohio",54,53,0,0,0
"Block 3064, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3065, Block Group 3, Census Tract 9538, Gallia County, Ohio",1,0,0,0,0
"Block 3066, Block Group 3, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 3067, Block Group 3, Census Tract 9538, Gallia County, Ohio",3,3,0,0,0
"Block 3068, Block Group 3, Census Tract 9538, Gallia County, Ohio",53,52,0,0,0
"Block 3069, Block Group 3, Census Tract 9538, Gallia County, Ohio",65,63,0,0,0
"Block 3070, Block Group 3, Census Tract 9538, Gallia County, Ohio",31,31,0,0,0
"Block 3071, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3072, Block Group 3, Census Tract 9538, Gallia County, Ohio",21,21,0,0,0
"Block 3073, Block Group 3, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 3074, Block Group 3, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 3075, Block Group 3, Census Tract 9538, Gallia County, Ohio",59,57,0,0,0
"Block 3076, Block Group 3, Census Tract 9538, Gallia County, Ohio",12,12,0,0,0
"Block 3077, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3078, Block Group 3, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 3079, Block Group 3, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 3080, Block Group 3, Census Tract 9538, Gallia County, Ohio",21,21,0,0,0
"Block 3081, Block Group 3, Census Tract 9538, Gallia County, Ohio",4,3,0,0,0
"Block 3082, Block Group 3, Census Tract 9538, Gallia County, Ohio",20,20,0,0,0
"Block 3083, Block Group 3, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 3084, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3085, Block Group 3, Census Tract 9538, Gallia County, Ohio",5,4,0,0,0
"Block 3086, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3087, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3088, Block Group 3, Census Tract 9538, Gallia County, Ohio",20,20,0,0,0
"Block 3089, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3090, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3091, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3092, Block Group 3, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 3093, Block Group 3, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 3094, Block Group 3, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 3095, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3096, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3097, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3098, Block Group 3, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 3099, Block Group 3, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 3100, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3101, Block Group 3, Census Tract 9538, Gallia County, Ohio",11,11,0,0,0
"Block 3102, Block Group 3, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 3103, Block Group 3, Census Tract 9538, Gallia County, Ohio",6,6,0,0,0
"Block 3104, Block Group 3, Census Tract 9538, Gallia County, Ohio",49,47,0,0,0
"Block 3105, Block Group 3, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 3106, Block Group 3, Census Tract 9538, Gallia County, Ohio",5,5,0,0,0
"Block 3107, Block Group 3, Census Tract 9538, Gallia County, Ohio",6,6,0,0,0
"Block 3108, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3109, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3110, Block Group 3, Census Tract 9538, Gallia County, Ohio",11,11,0,0,0
"Block 3111, Block Group 3, Census Tract 9538, Gallia County, Ohio",9,9,0,0,0
"Block 3112, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3113, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3114, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3115, Block Group 3, Census Tract 9538, Gallia County, Ohio",8,8,0,0,0
"Block 3116, Block Group 3, Census Tract 9538, Gallia County, Ohio",12,12,0,0,0
"Block 3117, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3118, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3119, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3120, Block Group 3, Census Tract 9538, Gallia County, Ohio",8,8,0,0,0
"Block 3121, Block Group 3, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 3122, Block Group 3, Census Tract 9538, Gallia County, Ohio",13,13,0,0,0
"Block 3123, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3124, Block Group 3, Census Tract 9538, Gallia County, Ohio",5,5,0,0,0
"Block 3125, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3126, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3127, Block Group 3, Census Tract 9538, Gallia County, Ohio",30,29,0,0,0
"Block 3128, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3129, Block Group 3, Census Tract 9538, Gallia County, Ohio",16,16,0,0,0
"Block 3130, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 3131, Block Group 3, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 3132, Block Group 3, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4000, Block Group 4, Census Tract 9538, Gallia County, Ohio",103,103,0,0,0
"Block 4001, Block Group 4, Census Tract 9538, Gallia County, Ohio",35,34,0,0,0
"Block 4002, Block Group 4, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 4003, Block Group 4, Census Tract 9538, Gallia County, Ohio",79,79,0,0,0
"Block 4004, Block Group 4, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 4005, Block Group 4, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 4006, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4007, Block Group 4, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 4008, Block Group 4, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 4009, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4010, Block Group 4, Census Tract 9538, Gallia County, Ohio",50,50,0,0,0
"Block 4011, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4012, Block Group 4, Census Tract 9538, Gallia County, Ohio",33,31,0,0,0
"Block 4013, Block Group 4, Census Tract 9538, Gallia County, Ohio",8,8,0,0,0
"Block 4014, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4015, Block Group 4, Census Tract 9538, Gallia County, Ohio",75,75,0,0,0
"Block 4016, Block Group 4, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 4017, Block Group 4, Census Tract 9538, Gallia County, Ohio",12,11,0,0,0
"Block 4018, Block Group 4, Census Tract 9538, Gallia County, Ohio",17,14,0,3,0
"Block 4019, Block Group 4, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 4020, Block Group 4, Census Tract 9538, Gallia County, Ohio",14,14,0,0,0
"Block 4021, Block Group 4, Census Tract 9538, Gallia County, Ohio",14,14,0,0,0
"Block 4022, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4023, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4024, Block Group 4, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 4025, Block Group 4, Census Tract 9538, Gallia County, Ohio",8,8,0,0,0
"Block 4026, Block Group 4, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 4027, Block Group 4, Census Tract 9538, Gallia County, Ohio",12,12,0,0,0
"Block 4028, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4029, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4030, Block Group 4, Census Tract 9538, Gallia County, Ohio",72,72,0,0,0
"Block 4031, Block Group 4, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 4032, Block Group 4, Census Tract 9538, Gallia County, Ohio",10,10,0,0,0
"Block 4033, Block Group 4, Census Tract 9538, Gallia County, Ohio",19,19,0,0,0
"Block 4034, Block Group 4, Census Tract 9538, Gallia County, Ohio",5,5,0,0,0
"Block 4035, Block Group 4, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 4036, Block Group 4, Census Tract 9538, Gallia County, Ohio",11,11,0,0,0
"Block 4037, Block Group 4, Census Tract 9538, Gallia County, Ohio",18,18,0,0,0
"Block 4038, Block Group 4, Census Tract 9538, Gallia County, Ohio",38,38,0,0,0
"Block 4039, Block Group 4, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 4040, Block Group 4, Census Tract 9538, Gallia County, Ohio",10,10,0,0,0
"Block 4041, Block Group 4, Census Tract 9538, Gallia County, Ohio",27,27,0,0,0
"Block 4042, Block Group 4, Census Tract 9538, Gallia County, Ohio",2,2,0,0,0
"Block 4043, Block Group 4, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 4044, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4045, Block Group 4, Census Tract 9538, Gallia County, Ohio",4,4,0,0,0
"Block 4046, Block Group 4, Census Tract 9538, Gallia County, Ohio",1,0,1,0,0
"Block 4047, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4048, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4049, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4050, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4051, Block Group 4, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 4052, Block Group 4, Census Tract 9538, Gallia County, Ohio",13,13,0,0,0
"Block 4053, Block Group 4, Census Tract 9538, Gallia County, Ohio",6,6,0,0,0
"Block 4054, Block Group 4, Census Tract 9538, Gallia County, Ohio",7,6,0,1,0
"Block 4055, Block Group 4, Census Tract 9538, Gallia County, Ohio",14,14,0,0,0
"Block 4056, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4057, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4058, Block Group 4, Census Tract 9538, Gallia County, Ohio",14,14,0,0,0
"Block 4059, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4060, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4061, Block Group 4, Census Tract 9538, Gallia County, Ohio",7,7,0,0,0
"Block 4062, Block Group 4, Census Tract 9538, Gallia County, Ohio",1,1,0,0,0
"Block 4063, Block Group 4, Census Tract 9538, Gallia County, Ohio",8,8,0,0,0
"Block 4064, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 4065, Block Group 4, Census Tract 9538, Gallia County, Ohio",0,0,0,0,0
"Block 1000, Block Group 1, Census Tract 9539, Gallia County, Ohio",15,15,0,0,0
"Block 1001, Block Group 1, Census Tract 9539, Gallia County, Ohio",10,10,0,0,0
"Block 1002, Block Group 1, Census Tract 9539, Gallia County, Ohio",11,9,2,0,0
"Block 1003, Block Group 1, Census Tract 9539, Gallia County, Ohio",55,55,0,0,0
"Block 1004, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1005, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1006, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1007, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1008, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1009, Block Group 1, Census Tract 9539, Gallia County, Ohio",35,35,0,0,0
"Block 1010, Block Group 1, Census Tract 9539, Gallia County, Ohio",45,45,0,0,0
"Block 1011, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1012, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1013, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1014, Block Group 1, Census Tract 9539, Gallia County, Ohio",224,200,13,0,0
"Block 1015, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1016, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1017, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1018, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1019, Block Group 1, Census Tract 9539, Gallia County, Ohio",45,42,0,0,0
"Block 1020, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1021, Block Group 1, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 1022, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1023, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1024, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1025, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1026, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1027, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1028, Block Group 1, Census Tract 9539, Gallia County, Ohio",45,45,0,0,0
"Block 1029, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1030, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1031, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1032, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1033, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1034, Block Group 1, Census Tract 9539, Gallia County, Ohio",4,1,1,0,2
"Block 1035, Block Group 1, Census Tract 9539, Gallia County, Ohio",18,18,0,0,0
"Block 1036, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1037, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1038, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1039, Block Group 1, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 1040, Block Group 1, Census Tract 9539, Gallia County, Ohio",73,73,0,0,0
"Block 1041, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1042, Block Group 1, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 1043, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1044, Block Group 1, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 1045, Block Group 1, Census Tract 9539, Gallia County, Ohio",6,6,0,0,0
"Block 1046, Block Group 1, Census Tract 9539, Gallia County, Ohio",101,99,0,1,0
"Block 1047, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1048, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1049, Block Group 1, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 1050, Block Group 1, Census Tract 9539, Gallia County, Ohio",39,36,0,0,0
"Block 1051, Block Group 1, Census Tract 9539, Gallia County, Ohio",7,7,0,0,0
"Block 1052, Block Group 1, Census Tract 9539, Gallia County, Ohio",45,43,2,0,0
"Block 1053, Block Group 1, Census Tract 9539, Gallia County, Ohio",20,19,0,0,0
"Block 1054, Block Group 1, Census Tract 9539, Gallia County, Ohio",15,15,0,0,0
"Block 1055, Block Group 1, Census Tract 9539, Gallia County, Ohio",5,5,0,0,0
"Block 1056, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1057, Block Group 1, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 1058, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1059, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 1060, Block Group 1, Census Tract 9539, Gallia County, Ohio",51,50,0,1,0
"Block 1061, Block Group 1, Census Tract 9539, Gallia County, Ohio",60,59,0,0,0
"Block 1062, Block Group 1, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2000, Block Group 2, Census Tract 9539, Gallia County, Ohio",4,2,1,0,0
"Block 2001, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2002, Block Group 2, Census Tract 9539, Gallia County, Ohio",17,8,9,0,0
"Block 2003, Block Group 2, Census Tract 9539, Gallia County, Ohio",26,19,7,0,0
"Block 2004, Block Group 2, Census Tract 9539, Gallia County, Ohio",8,8,0,0,0
"Block 2005, Block Group 2, Census Tract 9539, Gallia County, Ohio",7,7,0,0,0
"Block 2006, Block Group 2, Census Tract 9539, Gallia County, Ohio",4,4,0,0,0
"Block 2007, Block Group 2, Census Tract 9539, Gallia County, Ohio",6,6,0,0,0
"Block 2008, Block Group 2, Census Tract 9539, Gallia County, Ohio",114,93,2,12,0
"Block 2009, Block Group 2, Census Tract 9539, Gallia County, Ohio",24,17,7,0,0
"Block 2010, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2011, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2012, Block Group 2, Census Tract 9539, Gallia County, Ohio",7,7,0,0,0
"Block 2013, Block Group 2, Census Tract 9539, Gallia County, Ohio",78,77,0,0,0
"Block 2014, Block Group 2, Census Tract 9539, Gallia County, Ohio",561,503,40,0,1
"Block 2015, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2016, Block Group 2, Census Tract 9539, Gallia County, Ohio",20,18,0,2,0
"Block 2017, Block Group 2, Census Tract 9539, Gallia County, Ohio",150,148,0,2,0
"Block 2018, Block Group 2, Census Tract 9539, Gallia County, Ohio",34,34,0,0,0
"Block 2019, Block Group 2, Census Tract 9539, Gallia County, Ohio",14,14,0,0,0
"Block 2020, Block Group 2, Census Tract 9539, Gallia County, Ohio",40,30,8,0,0
"Block 2021, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2022, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2023, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2024, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2025, Block Group 2, Census Tract 9539, Gallia County, Ohio",222,190,9,18,0
"Block 2026, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2027, Block Group 2, Census Tract 9539, Gallia County, Ohio",100,90,10,0,0
"Block 2028, Block Group 2, Census Tract 9539, Gallia County, Ohio",17,17,0,0,0
"Block 2029, Block Group 2, Census Tract 9539, Gallia County, Ohio",69,68,1,0,0
"Block 2030, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2031, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2032, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2033, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2034, Block Group 2, Census Tract 9539, Gallia County, Ohio",444,379,29,9,0
"Block 2035, Block Group 2, Census Tract 9539, Gallia County, Ohio",35,35,0,0,0
"Block 2036, Block Group 2, Census Tract 9539, Gallia County, Ohio",14,14,0,0,0
"Block 2037, Block Group 2, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 2038, Block Group 2, Census Tract 9539, Gallia County, Ohio",10,10,0,0,0
"Block 2039, Block Group 2, Census Tract 9539, Gallia County, Ohio",4,3,1,0,0
"Block 2040, Block Group 2, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 2041, Block Group 2, Census Tract 9539, Gallia County, Ohio",14,11,3,0,0
"Block 3000, Block Group 3, Census Tract 9539, Gallia County, Ohio",339,312,21,2,0
"Block 3001, Block Group 3, Census Tract 9539, Gallia County, Ohio",7,7,0,0,0
"Block 3002, Block Group 3, Census Tract 9539, Gallia County, Ohio",39,37,2,0,0
"Block 3003, Block Group 3, Census Tract 9539, Gallia County, Ohio",59,58,0,0,1
"Block 3004, Block Group 3, Census Tract 9539, Gallia County, Ohio",81,79,0,0,0
"Block 3005, Block Group 3, Census Tract 9539, Gallia County, Ohio",262,252,7,0,0
"Block 3006, Block Group 3, Census Tract 9539, Gallia County, Ohio",49,49,0,0,0
"Block 3007, Block Group 3, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 3008, Block Group 3, Census Tract 9539, Gallia County, Ohio",14,14,0,0,0
"Block 3009, Block Group 3, Census Tract 9539, Gallia County, Ohio",4,4,0,0,0
"Block 3010, Block Group 3, Census Tract 9539, Gallia County, Ohio",10,10,0,0,0
"Block 3011, Block Group 3, Census Tract 9539, Gallia County, Ohio",12,12,0,0,0
"Block 3012, Block Group 3, Census Tract 9539, Gallia County, Ohio",3,3,0,0,0
"Block 3013, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 3014, Block Group 3, Census Tract 9539, Gallia County, Ohio",44,44,0,0,0
"Block 3015, Block Group 3, Census Tract 9539, Gallia County, Ohio",2,0,2,0,0
"Block 3016, Block Group 3, Census Tract 9539, Gallia County, Ohio",259,253,3,1,1
"Block 3017, Block Group 3, Census Tract 9539, Gallia County, Ohio",12,8,1,0,0
"Block 3018, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 3019, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 3020, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 3021, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 3022, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 3023, Block Group 3, Census Tract 9539, Gallia County, Ohio",20,20,0,0,0
"Block 3024, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 3025, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 3026, Block Group 3, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 4000, Block Group 4, Census Tract 9539, Gallia County, Ohio",94,90,2,2,0
"Block 4001, Block Group 4, Census Tract 9539, Gallia County, Ohio",234,226,1,4,2
"Block 4002, Block Group 4, Census Tract 9539, Gallia County, Ohio",57,57,0,0,0
"Block 4003, Block Group 4, Census Tract 9539, Gallia County, Ohio",11,11,0,0,0
"Block 4004, Block Group 4, Census Tract 9539, Gallia County, Ohio",298,286,10,2,0
"Block 4005, Block Group 4, Census Tract 9539, Gallia County, Ohio",7,7,0,0,0
"Block 4006, Block Group 4, Census Tract 9539, Gallia County, Ohio",52,52,0,0,0
"Block 4007, Block Group 4, Census Tract 9539, Gallia County, Ohio",5,5,0,0,0
"Block 4008, Block Group 4, Census Tract 9539, Gallia County, Ohio",366,348,0,2,0
"Block 4009, Block Group 4, Census Tract 9539, Gallia County, Ohio",5,3,0,1,0
"Block 4010, Block Group 4, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 4011, Block Group 4, Census Tract 9539, Gallia County, Ohio",76,67,0,1,5
"Block 4012, Block Group 4, Census Tract 9539, Gallia County, Ohio",69,69,0,0,0
"Block 4013, Block Group 4, Census Tract 9539, Gallia County, Ohio",25,23,2,0,0
"Block 4014, Block Group 4, Census Tract 9539, Gallia County, Ohio",34,31,0,0,0
"Block 4015, Block Group 4, Census Tract 9539, Gallia County, Ohio",65,65,0,0,0
"Block 4016, Block Group 4, Census Tract 9539, Gallia County, Ohio",32,31,0,0,0
"Block 4017, Block Group 4, Census Tract 9539, Gallia County, Ohio",229,223,1,0,5
"Block 4018, Block Group 4, Census Tract 9539, Gallia County, Ohio",2,2,0,0,0
"Block 4019, Block Group 4, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 4020, Block Group 4, Census Tract 9539, Gallia County, Ohio",7,7,0,0,0
"Block 4021, Block Group 4, Census Tract 9539, Gallia County, Ohio",13,13,0,0,0
"Block 5000, Block Group 5, Census Tract 9539, Gallia County, Ohio",12,12,0,0,0
"Block 5001, Block Group 5, Census Tract 9539, Gallia County, Ohio",69,69,0,0,0
"Block 5002, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5003, Block Group 5, Census Tract 9539, Gallia County, Ohio",64,61,1,0,0
"Block 5004, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5005, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5006, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5007, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5008, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5009, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5010, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5011, Block Group 5, Census Tract 9539, Gallia County, Ohio",0,0,0,0,0
"Block 5012, Block Group 5, Census Tract 9539, Gallia County, Ohio",5,0,5,0,0
